Helen\163.png
29
140.527 109.31 141 113
227.374 78.0946 236 75
169.297 100.284 169 105
192.246 92.8201 188 92
153.223 100.367 151 102
154.225 105.611 153 108
208.321 75.9313 207 76
207.072 81.4193 212 81
149.86 119.444 154 120
223.408 92.509 231 89
172.081 112.982 175 116
200.58 100.178 203 101
160.44 110.984 163 114
161.866 121.534 163 123
209.828 91.8574 216 90
214.978 100.171 215 100
160.472 116.677 164 117
212.761 96.8319 216 94
181.568 149.388 185 151
211.661 137.277 214 138
193.853 144.664 195 147
195.925 153.972 201 155
185.791 171.491 189 173
232.728 158.732 239.2 149
203.804 163.574 207.5 164.6
207.052 168.444 210.8 167.8
209.95 172.704 218.9 181.1
211.236 181.574 188.2 173.4
222.179 210.294 232 205
