Helen\27.png
29
44.3269 152.257 43.5 153.8
133.267 126.917 135.5 126.9
72.6178 147.732 75.3 151.2
96.5509 140.544 95 140
55.0822 144.411 57.9 146.1
55.84 150.325 58.4 150.7
118.154 127.855 112 127.5
117.759 134.972 114.2 132.4
50.532 161.115 50.5 161
134.287 139.024 131.9 137.7
75.0968 157.568 74.6 157.1
106.169 147.846 106.8 147.3
63.6414 154.468 61.8 153.3
63.9894 162.325 64.3 160.6
118.02 140.019 116.4 137.6
120.81 146.351 119.1 144.8
64.6788 157.711 65.9 155.7
119.915 142.478 121.3 139.5
78.1967 187.139 79.9 191.7
111.557 180.83 115.4 179.1
93.8618 182.362 90.1 180.3
94.5393 191.996 98 190.6
80.1213 205.6 83.3 205.8
135.876 190.383 135.6 190.7
97.8296 197.369 104.8 199.7
101.666 201.596 106.7 204.1
101.163 208.238 107.7 209.1
104.987 215.472 108.8 216.6
115.098 243.736 121 235
