Helen\338.png
29
127.459 93.5975 129 91
227.534 93.8708 225 93
160.733 94.9735 162 95
186.398 94.7605 191 95
146.392 85.8146 146 87
144.683 92.3794 145 92
208.815 84.4149 209 90
207.314 92.5138 209 94
136.5 105.132 137 103
217.832 104.231 216 103
161.131 106.56 159 106
191.949 104.712 193 105
146.978 100.842 149 100
146.254 109.644 149 108
205.08 99.0131 205 99
206.59 107.809 205 106
148.335 104.512 149 103
205.938 102.287 205 102
155.271 137.956 158 136
190.892 137.793 192 136
173.596 135.905 173 135
170.445 142.929 174 144
147.804 156.605 152 155
202.88 156.122 202 157
174.303 153.788 176 153
174.99 158.214 177 157
175.528 164.222 176 163
176.102 173.878 176 171
176.508 199.774 176 194
