Helen\78.png
29
30.0973 54.9993 33 51
130.395 63.5486 128 59
63.0755 59.5677 65 55
90.2118 61.5196 84 56
48.0816 50.0009 50 46
44.9796 58.4234 50 52
115.022 57.0354 104 49
112.755 61.5604 106 55
36.1537 72.7818 37 71
119.47 77.1752 121 76
61.2629 74.0124 63 73
93.538 76.0901 93 74
50.2293 67.073 51 66
48.313 74.0686 49 76
106.344 71.9597 107 67
107.082 79.2515 107 79
51.4954 72.5167 53 71
107.01 74.955 110 75
56.0161 107.069 55 102
90.6808 107.061 88 102
69.4124 101.013 66 93
72.8951 111.843 70 105
51.2265 138.92 53 134
96.4173 142.429 96 138
74.3915 124.783 72 115
73.262 131.379 72 126
72.3836 137.392 76 140
73.7934 165.499 78 157
72.8976 190.608 77 189
