Helen\135.png
29
89.691 38.6986 94 36
181.948 40.7664 182 45
122.759 34.7211 125 35
149.396 36.1331 148 37
106.522 26.3794 109 27
106.021 32.9384 109 33
171.369 29.7591 165 32
165.135 37.4295 166 38
97.1509 47.4451 99 50
172.608 52.5274 174 56
119.296 48.3344 120 49
149.754 51.1946 152 52
108.768 43.057 111 44
107.256 50.5118 109 51
161.078 46.4766 164 48
161.186 53.97 162 57
108.679 47.381 110 48
160.127 50.3336 163 52
115.942 71.4545 115 69
147.265 73.7447 147 74
132.75 66.775 131 61
132.771 78.3152 130 74
103.439 97.2167 106 99
156.482 99.698 153 104
130.194 85.9491 129 85
130.551 93.4597 128 91
130.388 102.267 132 107
131.33 112.285 131 116
128.746 138.227 126 141
