Helen\285.png
29
126.916 87.0589 129 86
237.023 78.8546 232 83
172.235 89.836 172 88
196.486 88.2552 198 84
150.969 81.0745 150 82
153.439 88.3308 150 88
214.466 71.9518 216 75
217.136 83.4023 216 81
138.149 102.135 140 96
227.131 91.9428 223 96
163.71 99.0687 166 98
200.283 98.7738 200 96
151.903 93.99 153 91
150.202 107.719 153 101
214.713 91.4786 210 91
217.006 102.121 211 100
148.72 98.5658 152 95
215.059 91.9794 210 94
171.939 135.194 170 133
205.658 133.401 204 133
188.569 130.325 190 132
189.855 143.299 190 141
161.495 165.222 161 161
212.103 162.13 211 160
187.045 156.199 187 154
188.389 162.173 188 159
189.049 165.699 188 161
188.879 171.822 188 167
192.667 204.476 189 200
