lfw\test\145\img.jpg
29
234.066 110.367 235.111 111.828
311.97 112.93 312.638 113.706
258.646 114.527 258.267 115.427
279.954 113.433 278.06 113.08
247.316 107.391 245.828 108.269
245.419 112.739 244.655 112.806
297.177 106.516 296.248 109.051
296.192 114.488 296.757 114.527
242.876 122.367 242.266 117.469
306.272 123.93 304.361 120.189
260.675 123.087 257.229 119.493
285.066 123.965 286.457 119.367
251.759 116.782 250.794 116.602
251.205 125.798 247.992 122.941
294.328 120.112 294.74 118.179
295.494 127.15 295.283 123.764
251.777 121.995 248.719 118.861
295.621 122.647 293.828 119.81
259.843 158.406 255.999 155.981
287.235 156.422 284.397 157.186
265.772 159.967 264.003 155.895
271.042 163.883 267.875 165.619
258.676 178.304 257.473 176.303
297.034 178.365 297.163 179.487
276.422 176.762 273.706 178.259
275.687 178.715 274.571 181.272
275.739 181.689 274.32 182.136
276.953 188.127 273.93 185.539
277.882 212.248 276.742 212.697
