lfw\test\18\img.jpg
29
200.496 239 204.118 239.752
384.313 246.258 382.983 248.238
272.961 249.641 270.493 244.393
317.18 251.933 320.393 249.75
236.694 229.251 238.395 228.998
233.251 239.594 234.447 235.468
355.676 235.56 353.19 234.775
354 245.597 354.534 242.871
218.824 264.786 222.835 261.701
364.887 271.237 361.435 267.021
263.19 267.958 261.02 265.405
321.781 270.605 322.171 269.311
240.617 257.222 241.692 253.013
240.058 272.915 240.614 271.332
343.517 260.519 342.982 258.872
343.824 276.803 345.473 275.305
240.61 264.66 240.48 260.421
342.057 267.649 341.231 265.136
262.775 333.522 267.052 329.179
321.993 334.332 324.307 329.918
293.785 328.133 297.711 328.071
292.064 345.297 295.126 348.018
241.733 371.092 247.669 374.086
333.159 374.073 332.588 376.412
290.825 366.694 292.455 368.037
290.579 375.242 292.455 375.831
288.754 378.751 291.524 377.866
290.436 393.464 291.932 392.872
287.725 444.681 287.744 438.24
