lfw\test\32\img.jpg
29
152.55 216.462 156.243 214.686
293.206 197.077 302.97 197.838
203.123 216.085 203.019 216.463
241.375 209.254 236.644 211.771
177.796 205.173 178.565 208.501
175.029 216.01 179.205 218.738
270.479 191.811 267.993 192.525
270.98 201.251 272.26 201.819
169.797 231.946 173.822 234.12
287.508 217.284 283.113 217.413
207.464 230.725 207.029 232.429
250.989 223.141 249.771 225.8
186.646 222.983 189.314 224.429
189.599 237.285 190.286 238.714
268.305 212.048 265.086 212.943
270.45 226.16 268.857 225.8
187.422 230.055 192.24 230.807
268.323 217.891 269.143 218.2
206.993 284.092 212.654 285.789
254.416 278.433 254.811 277.759
226.015 277.98 225.625 285.171
228.318 295.395 231.03 293.973
210.245 318.554 212.275 318.65
271.899 312.099 272.298 311.975
236.782 313.039 239.456 312.562
238.47 318.63 240.578 319.451
238.757 323.722 239.99 322.976
239.22 331.83 241.165 331.199
244.336 368.025 246.986 367.726
