lfw\test\293\img.jpg
29
368.798 79.028 360.276 85.1454
463.023 84.0939 467.214 84.9929
401.219 85.1071 405.582 88.2577
426.549 87.1335 424.766 88.9209
381.969 78.0149 381.202 77.048
380.956 82.0676 379.694 82.8872
444.786 78.0149 448.287 79.6862
445.799 84.0939 449.562 84.3291
371.837 99.2916 370.131 95.7543
454.918 96.2521 457.082 97.7747
397.167 98.2785 398.939 99.9592
432.628 97.2653 428.878 100.108
386.022 92.1994 385.143 89.1429
386.022 99.2916 383.388 100.735
442.76 93.2126 440.776 90.4898
442.76 102.331 442.531 102.571
385.008 95.2389 383.989 94.4465
442.76 96.2521 439.714 95.7959
396.153 133.74 397.883 134.739
428.575 132.727 429.664 135.523
412.364 132.727 413.948 130.207
412.364 141.845 414.396 142.662
388.048 157.043 386.49 157.883
436.681 157.043 440.678 157.896
414.391 154.003 413.964 153.449
414.391 157.043 414.361 158.46
414.391 160.082 414.793 159.83
414.391 166.162 414.216 169.349
415.404 196.557 413.605 199
