lfw\test\233\img.jpg
29
72.4083 130.858 71.4466 141.228
154.413 123.879 155.146 119.277
96.8352 123.879 93.0874 129.628
117.773 120.39 113.361 123.301
83.7494 117.773 79.0517 125.974
84.6218 126.496 80.1656 131.187
133.476 106.432 135.016 110.691
136.965 120.39 135.863 115.77
81.1322 144.817 82.0625 151.5
149.179 134.348 149.366 138.83
97.7076 141.327 97.0268 147.536
128.241 137.838 128.67 140.607
88.1114 136.965 88.6696 143.25
89.8561 144.817 89.9554 152.25
136.965 130.858 137.991 133.929
138.71 141.327 139.313 142.25
89.8561 141.327 90.4721 149.159
136.965 134.348 138.454 138.271
100.325 178.84 98.3008 180.689
124.752 176.223 124.964 173.951
110.793 173.606 101.285 174.625
113.411 188.436 107.06 184.155
102.07 207.629 106.359 213.132
140.455 200.65 143.592 202.066
116.028 200.65 112.792 196.232
116.028 204.139 114.792 201.399
119.517 214.608 118.426 218.332
119.517 221.587 118.192 224.282
126.496 256.483 121.659 259.016
