lfw\test\73\img.jpg
29
160.318 151.805 165.1 163.857
303.61 156.061 306.226 159.775
218.486 156.061 220.433 161.417
255.373 156.061 256.252 157.889
187.274 143.293 188.927 150.795
190.111 153.224 188.568 158.977
283.748 143.293 280.975 149.762
283.748 154.643 280.686 157.609
173.086 168.83 179.014 178.884
295.098 175.924 290.522 178.523
212.811 174.505 211.693 178.356
259.629 175.924 259.431 178.53
194.367 161.736 196.238 172.317
194.367 175.924 196.465 185.421
278.073 164.574 273.508 171.454
278.073 181.599 272.643 184.731
194.367 168.83 195.799 178.741
278.073 173.086 273.83 177.439
211.392 229.836 214.994 230.558
259.629 229.836 262.035 230.088
238.348 222.742 239.455 219.425
235.511 244.023 238.671 234.792
164.574 225.58 201.371 267.547
164.574 225.58 274.037 269.131
236.929 256.792 236.452 259.027
236.929 272.398 237.623 268.126
235.511 276.654 237.621 275.745
234.092 289.423 237.771 286.221
235.511 326.31 237.816 318.475
