lfw\test\173\img.jpg
29
98.9713 306.811 91.6305 316.766
326.605 304.337 341.916 318.937
183.097 314.234 190.03 323.623
252.377 321.657 258.83 324.537
133.611 291.965 137.002 302.137
133.611 306.811 140.773 318.823
296.914 299.388 305.573 305.223
291.965 314.234 306.716 318.823
118.766 329.079 125.175 328.025
321.657 343.925 315.968 331.785
173.2 341.451 179.459 333.82
257.325 343.925 265.247 336.794
143.508 321.657 154.053 323.107
143.508 343.925 151.37 339.903
287.017 336.502 290.116 324.986
287.017 351.348 294.41 340.104
143.508 329.079 151.728 327.938
287.017 336.502 287.813 332.897
173.2 425.576 178.388 433.946
252.377 425.576 260.722 436.456
217.737 425.576 218.802 438.464
210.314 447.845 220.308 454.53
155.88 484.959 164.982 485.965
272.171 484.959 272.311 488.793
212.788 475.062 217.468 480.308
212.788 484.959 216.054 494.215
210.314 494.856 218.136 498.057
207.84 519.599 218.568 515.665
212.788 581.456 216.761 579.166
