BioID-FaceDatabase\BioID_0808.pgm
29
116.275 94.3634 117.537 92.4463
191.967 90.0635 191.669 91.8903
145.702 92.6831 142.773 91.5322
164.756 91.0707 166.697 88.4242
129.84 86.4597 0 0
129.538 90.964 0 0
179.022 86.9208 0 0
179.607 90.8465 0 0
123.862 101.207 126.922 101.384
186.057 100.949 182.785 100.044
142.057 100.975 141.67 99.5968
167.793 100.956 169.378 99.5968
132.737 96.8538 0 0
132.216 103.074 0 0
176.849 95.7503 0 0
176.896 103.255 0 0
133.96 98.603 132.732 100.491
176.415 99.7125 175.635 98.703
143.29 121.723 148.373 116.579
168.402 120.976 159.546 116.132
154.585 116.597 152.842 108.088
155.591 122.797 0 0
137.716 139.938 139.882 142.053
173.236 138.791 171.166 140.265
155.448 132.696 154.183 128.646
155.373 136.416 0 0
155.352 141.458 0 0
155.405 146.498 154.63 148.31
154.716 167.755 0 0
