BioID-FaceDatabase\BioID_0006.pgm
29
129.951 90.0135 133.393 85.1733
256.78 87.0114 255.571 88.04
178.106 87.527 183.669 86.6162
210.677 86.9673 210.009 88.7519
155.014 78.5704 0 0
154.105 87.484 0 0
232.837 77.9782 0 0
232.591 84.9971 0 0
141.353 101.449 140.955 101.566
244.549 101.283 248.452 102.99
172.733 101.277 175.126 98.7184
214.301 100.526 217.022 98.5865
156.602 94.9608 0 0
157.513 104.336 0 0
230.245 94.3618 0 0
228.546 105.995 0 0
156.573 98.8378 160.177 97.2946
229.899 99.2893 234.214 100.142
173.396 141.38 183.718 137.566
213.941 140.398 206.666 137.78
194.432 137.699 196.483 127.906
195.277 148.553 0 0
165.652 171.937 161.6 173.467
219.831 170.246 228.519 174.179
194.858 162.938 195.059 166.349
194.037 171.417 0 0
193.389 175.169 0 0
193.125 185.179 195.059 189.129
193.613 219.486 0 0
