BioID-FaceDatabase\BioID_0091.pgm
29
156.086 78.1224 157.312 79.0391
246.432 81.8723 241.777 76.3576
188.557 78.3668 185.02 77.6984
211.048 78.5663 214.516 76.8046
171.477 70.323 0 0
171.669 77.476 0 0
228.469 71.5998 0 0
230.055 78.0391 0 0
162.466 88.4445 166.25 89.7649
238.822 89.6208 234.18 90.2118
185.512 88.4039 183.679 89.7649
214.804 88.5747 218.538 89.318
173.861 84.0608 0 0
173.943 91.1155 0 0
226.124 84.1953 0 0
226.283 92.9371 0 0
172.555 87.4475 175.188 88.8711
225.459 87.738 225.242 89.318
185.764 116.563 193.958 115.686
214.547 116.047 208.685 116.179
200.223 110.355 201.555 110.77
200.68 122.018 0 0
177.169 142.165 184.573 143.394
222.162 142.541 219.432 143.394
201.374 133.971 201.109 133.562
201.444 141.034 0 0
201.479 144.691 0 0
201.568 150.863 201.109 154.12
202.696 180.682 0 0
